userID	bookID	bookRating	bookID_encoded
194	0440211727	8	223
195	0142000205	6	47
195	0316666343	9	82
195	0345446860	5	130
195	0385504209	10	181
195	0385510438	9	185
195	0399150897	9	197
195	0446531332	8	258
195	0446607657	9	268
195		8	467
195	0671027387	10	377
195	0684867621	7	405
196	0060502258	7	8
196	0140293248	6	44
196	0142001740	8	49
196	0312966091	10	66
196	0312980159	10	71
196	0385335482	10	165
196	0446610038	10	273
196	0451203771	10	305
196	0515131229	9	320
196	0515132020	9	321
196	051513287X	9	323
196	0786867647	10	427
197	0060959037	8	20
197		9	467
197	0345436911	5	125
197	0375703861	8	140
197	0425182908	2	213
197	0449219364	8	287
197	0449219461	8	288
197	0449221482	8	289
197	0553279556	7	342
197	0553279912	7	343
197	0553280368	7	345
197	0743412028	8	418
197	1558743669	2	455
198	0060392452	8	7
198	0345370775	7	108
198	034540288X	7	118
198	0345465083	10	131
198		10	467
198	0451172817	10	298
198	067102423X	10	373
199	0070212570	9	36
199	0312195516	8	55
199		9	467
199	0385479565	10	174
199	0446607711	5	269
199	0671510053	9	383
199	0684867621	9	405
199	0786867647	8	427
200	0449005615	10	284
200	0679745203	8	395
201	0156528207	10	53
201	0345342968	10	100
201	0345378490	5	110
201	0380012863	9	150
201	0449219364	10	287
201	059035342X	7	361
202	0312924585	9	65
202	0345339711	9	98
202	0345339738	9	99
202	0380977788	9	162
202		5	467
202	0439136350	8	216
202		9	467
202	043935806X	9	218
202	0553273914	10	337
202	0590353403	8	360
203	002542730X	10	0
203	0140293248	10	44
203	0316601950	9	80
203	0316666343	9	82
203	0345444884	7	129
203	0375412824	10	133
203	0380018179	10	151
203	038079487X	9	159
203	0385492081	9	178
203	0440224675	10	235
203	0446606812	7	267
203	0446672211	8	281
203	0451184963	10	302
203	0553272535	8	336
203	0609804138	7	363
203	0684865742	8	404
203	0684872153	9	406
203	0688177751	8	408
203	0743418174	10	419
203	0804106304	7	434
203	080410753X	8	435
203	080411109X	9	436
204	0440212561	9	224
204	0440222656	8	232
204	0515131229	7	320
204	0515132020	6	321
205	0060928336	4	13
205	006099486X	8	26
205	0345387651	7	114
205	0380012863	5	150
205	0380813815	5	160
205	0440241073	6	244
205	0449003787	6	282
205	0449212602	8	286
205	0449219461	7	288
205	0804106304	7	434
206	0312195516	10	55
206	0312924585	10	65
206	0316601950	10	80
206	0316693200	8	84
206		9	467
206	0345313860	9	94
206	0345339711	9	98
206	0345350499	10	102
206	0345417623	10	122
206	0375707972	10	144
206	0385504209	10	181
206	0440206154	10	220
206	0440212561	10	224
206	0440215625	10	227
206	0441172717	10	248
206	0446364193	7	254
206	0446605239	10	263
206		10	467
206	0451172817	10	298
206	0553260111	10	333
206	0553268880	9	334
206	0679746048	9	396
206	0812511816	7	441
207	0316602906	10	81
207	034541389X	7	120
207	0380718340	8	154
207		8	467
207	0385511612	6	186
207	0425182908	8	213
207		10	467
207	0440241073	10	244
207		10	467
207	0446364193	10	254
207	0446601241	10	260
207	0446604801	10	262
207	0446605484	10	264
207	0446606189	10	265
207	0446607711	7	269
207	0446609404	10	272
207	0446610038	10	273
207	0446612545	10	278
207		10	467
207	0449219461	10	288
207	0553279556	9	342
207	0553280368	8	345
207	0553579606	9	353
207	0671024248	8	374
208	0380789019	9	157
209		8	467
209	0312306326	6	61
209	0316666343	8	82
209	0385504209	9	181
209	0446310786	8	252
209	0451163966	8	294
210	0345380371	5	111
210	0380012863	8	150
210	0440225701	7	236
210	0446364193	9	254
210	0553279556	8	342
211	0345339681	10	96
211	0345339703	10	97
211	0345339711	10	98
211	0345339738	10	99
211	0440215625	10	227
211	0684874350	10	407
211	0894805770	8	447
212	0345313860	9	94
212		9	467
212		9	467
212	0451156609	9	292
212	0842329129	7	443
213	0060175400	8	4
213	0060199652	10	5
213	0140067477	5	38
213	0156528207	10	53
213	0399501487	8	198
213	0446310786	10	252
213	044651862X	9	257
213	0446610038	10	273
213	0446672211	8	281
213	0671001795	10	365
213	0679745203	7	395
213	067976402X	10	398
213	0743412028	10	418
213		8	467
213	0812550706	10	442
213	0971880107	6	449
214	0060929871	9	14
214		5	467
214	0345313860	10	94
214	0345337662	7	95
214	0345384466	9	112
214	034538475X	7	113
214	0380789035	10	158
214		10	467
214	0440180295	10	219
214	0446601241	10	260
214	0446605484	10	264
214	0446607657	9	268
214	0446611212	9	276
214	0451156609	8	292
214	0451160525	10	293
214	0451177096	5	300
214	0451524934	10	307
214	0553277472	9	340
215	0060502258	5	8
215	0061015725	10	29
215	0064407667	10	33
215	0156628708	6	54
215	0312305060	4	60
215	0316602906	9	81
215	0380018179	10	151
215	0385508042	9	183
215	0385511612	9	186
215	0385730586	10	193
215		10	467
215	0439136350	10	216
215	0439139597	10	217
215	043935806X	9	218
215	044651652X	7	256
215	0446532231	6	259
215	0452282152	8	312
215	055321313X	10	330
215	059035342X	10	361
215	0609610597	7	362
215	0671027344	7	375
215	0842329242	9	445
215	1558745157	9	458
215	1559029838	7	459
216	0312980159	8	71
216		8	467
216	0375706771	9	143
216	0375727345	7	148
216	0380977788	6	162
216	0385335482	10	165
216	0446609404	10	272
216	0446670251	7	280
216	0553250426	10	331
216	080213825X	9	432
216	1558743669	7	455
216	1558744150	8	456
217	0060928336	9	13
217	0140067477	10	38
217	0142001740	10	49
217	0446310786	10	252
218	0064407667	10	33
218	0064472272	8	34
218	0151008116	9	52
218	0345402871	7	117
218	044022165X	9	231
218	0446532231	10	259
218	0446604666	8	261
219	0060976845	7	21
219	0316666343	9	82
219	0345348036	10	101
219	0385504209	10	181
219	0553273914	9	337
219	0553296981	10	348
219	0671027360	10	376
219	067976402X	8	398
219	0689817851	10	409
219	0743227441	9	415
220	038542017X	7	170
220	0553250426	7	331
221	0140067477	10	38
221	0345350499	10	102
221	0345361792	9	105
221	0345370775	10	108
221	0380018179	10	151
221	038549081X	6	177
221	0399501487	7	198
221	0441790348	10	251
221	0451169530	10	297
221	0452284449	8	315
221	0553250426	10	331
221	0553250531	10	332
221	0971880107	5	449
222	0060928336	8	13
222	0060958022	8	19
222	0140067477	8	38
222	0140119906	6	39
222	0312278586	7	58
222	0316666343	8	82
222	0316776963	7	86
222	0345413350	7	119
222	0375702709	7	137
222	0380789035	7	158
222	0385474016	8	173
222	0439064872	8	215
222	0440219078	8	228
222	0515132187	8	322
222	059035342X	7	361
222	0671003755	8	366
222	0671041789	10	380
222	0689817851	7	409
222	0842329129	6	443
222	0842329242	9	445
223	0140293248	6	44
223	0142001740	10	49
223		9	467
223	0385335830	9	166
223	0385508042	9	183
223	0385510438	9	185
223	0385511612	9	186
223	0385730586	10	193
223	0446605239	10	263
223	0446606812	9	267
223	0451169530	10	297
223	0451176464	9	299
223	0671021001	7	372
223	0688177751	10	408
223	0743418204	10	420
223	0767905180	10	424
224	0060392452	8	7
224	0316769487	9	85
224	0380012863	7	150
224	0399501487	5	198
224	044021145X	7	222
224	0440214041	7	226
224		9	467
224	0440221471	8	229
224	044022165X	10	231
224		7	467
224	0446672211	8	281
224	0451183665	7	301
224	0451191145	9	303
224	0671042858	7	382
224	0684865742	10	404
224	0684874350	10	407
225	0312924585	10	65
225	0316666343	8	82
225	0316776963	10	86
225	0385420161	8	169
225	0394820371	9	194
225	0425182908	5	213
225	0439136350	10	216
225		10	467
225	0440998050	10	246
225	0553279556	10	342
225	0553296981	10	348
225	0671001795	10	365
225	0671510053	10	383
225	0679751521	8	397
225	068484267X	10	401
225	080411868X	10	439
226	038533334X	5	164
226	0684848783	5	403
226	0684872153	10	406
226	0767902521	6	423
226	1573225517	8	460
227		9	467
228	0345417623	6	122
228	0451163966	9	294
229	0452264464	5	310
229	0684874350	10	407
230	0140067477	9	38
230	0312305060	7	60
230	0380789019	10	157
230	0380813815	9	160
230	0679429220	8	391
230	1573225517	9	460
231	0345417623	10	122
231	0345444884	7	129
231	0446310786	10	252
231	0446604801	10	262
231	0451156609	10	292
231	0451167317	7	296
231	0451172817	10	298
231	0451184963	5	302
231	0515130389	8	319
231	0515131229	8	320
231	0553274295	10	338
232	0060392452	8	7
232	0060502258	8	8
232	0060928336	8	13
232	0060987103	7	23
232	0140293248	8	44
232	014029628X	8	45
232	0140298479	8	46
232		8	467
232	0142001740	8	49
232	0312195516	7	55
232	0312278586	8	58
232	0312966091	9	66
232	0312966970	9	67
232	0312983271	7	72
232	0312990456	9	75
232	0316284955	8	79
232	0316769487	7	85
232	0316780375	8	88
232	0345339681	10	96
232	0345339738	10	99
232	0345342968	9	100
232	0345391802	9	116
232	0345435168	9	124
232	0345465083	9	131
232	0375700757	6	136
232	0375702709	9	137
232	0375705856	7	142
232	0375727345	7	148
232	0385335881	8	167
232	0385505833	8	182
232	0385512104	7	187
232	0385720106	8	188
232	0385721420	8	190
232	0394820371	10	194
232	0440180295	8	219
232	0440219078	9	228
232	0440235596	7	241
232	0440998050	10	246
232	0446670251	9	280
232	0449003795	8	283
232	0449005615	9	284
232	0449219364	9	287
232	0451169530	4	297
232	0451191145	9	303
232	0451524934	9	307
232	0553272535	8	336
232	0553274295	10	338
232	0553280341	9	344
232	0609804138	8	363
232		8	467
232		8	467
232	0671001795	9	365
232	0679429220	7	391
232	0679731148	9	392
232	0679746048	7	396
232	0679751521	7	397
232	068484267X	9	401
232	0743237188	8	416
232	0743418174	8	419
232	0767900383	8	422
232	0767902521	9	423
232	0767905180	7	424
232	0767905385	9	425
232	0786881852	9	429
232	0804106304	8	434
232	080411109X	9	436
232	0804114986	8	438
232	0812550706	9	442
232	0842329129	5	443
232	140003065X	10	450
232	1400034779	9	453
232	1592400876	10	465
233	0060392452	8	7
233	0060916508	8	10
233	0142001740	8	49
233	0316096199	9	77
233		8	467
233	0425152251	8	201
233	0452269571	10	311
233	0679429220	9	391
234	0060959037	9	20
235	0312983271	9	72
235	031298328X	8	73
235	0439136350	9	216
235	0439139597	9	217
235	0590353403	10	360
235	0671001795	9	365
235	0786817070	6	426
235	0804106304	7	434
236	0440211727	9	223
236	0971880107	7	449
237	0142001805	10	50
237	0385504209	10	181
237	0684848783	5	403
237	0684872153	5	406
237	0684874350	5	407
238	0061015725	10	29
238	0064400557	10	32
238	0345339681	10	96
238	0345353145	10	104
238	0345378482	10	109
238	0451524934	10	307
238		10	467
239	014029628X	9	45
239	0385265700	6	163
239	0385335482	7	165
239	0385720106	8	188
239	0425162443	8	205
239	0425167313	8	207
239		6	467
239	0671038184	8	379
239	068484477X	8	402
239	080410526X	8	433
240	0060976845	2	21
240	0312278586	10	58
240	0316769487	6	85
240	0345378490	6	110
240	037570504X	10	141
240	0553279912	6	343
240	067102423X	9	373
241	0385484518	10	175
241	0553582135	7	357
241	0590353403	8	360
241	0786868716	8	428
242	0060928336	6	13
242	0060930535	10	15
242	0061097101	8	30
242	0140244824	5	42
242	0142001430	7	48
242	0312195516	10	55
242	0312278586	8	58
242	0316666343	6	82
242	0316781266	8	89
242	0345443284	8	128
242	0375727345	8	148
242	0380718332	8	153
242	0385335482	8	165
242	0385721420	5	190
242	038572179X	7	191
242	0440241073	7	244
242	0446610399	7	275
242	0446672211	10	281
242	0671027360	8	376
242	0743203631	7	410
242	0767905180	9	424
242	0786885688	10	430
242	1573225789	9	461
242	1878424319	8	466
243	0060922532	8	12
243	006101351X	9	28
243	0140119906	10	39
243	0140177396	8	40
243		9	467
243	0316666343	6	82
243	0345353145	8	104
243	0345370775	8	108
243	0345378482	8	109
243	0345378490	7	110
243	0345380371	7	111
243	0385479565	6	174
243	0440206154	7	220
243	0440224675	5	235
243	044651652X	7	256
243	0679735771	6	394
243	0679745203	6	395
243	0684874350	3	407
243	1558745157	9	458
244	0099771519	6	37
244	0345351525	6	103
245	0060987103	9	23
245	0345351525	10	103
245	0399501487	9	198
245	0441304834	8	249
245	0446610399	5	275
245	0451184963	9	302
245	0553279378	10	341
245	0553279912	7	343
245		10	467
246	0312265867	7	57
246	0312966091	6	66
246	0312966970	6	67
246	0312971346	7	68
246	0312976275	6	69
246	0316666343	9	82
246	0385510438	8	185
246		9	467
246	0399150897	8	197
246	0671011367	7	370
246	0671021001	7	372
246	0786885688	8	430
247	0060392452	8	7
247	0140067477	8	38
247		9	467
247	0345339681	10	96
247	0345350499	8	102
247	038549081X	9	177
247	044651862X	8	257
247	0452264464	9	310
247	0553277472	9	340
247	0743225406	10	414
248	0062502182	10	31
248	155874262X	8	454
249	014025448X	9	43
249	0142000205	7	47
249	0316284955	9	79
249	0345339681	10	96
249	0345378482	9	109
249	038079487X	7	159
249	044651652X	7	256
249	0671027360	6	376
249	0684865742	5	404
249	0743412028	7	418
249	0971880107	6	449
250	0061015725	9	29
250	0345413903	7	121
250	038079487X	10	159
250	0385336179	10	168
250	0385505833	10	182
250	0440206154	10	220
250	0440221471	8	229
250	0440224675	9	235
250	0553579754	9	354
250	0671004530	8	368
250	0671027387	10	377
251	0375705856	8	142
251	0380730138	5	155
251		7	467
251	0385505833	5	182
251	0385720106	6	188
251	0425167313	5	207
251	0425175405	7	210
251	0425182878	7	212
251	0446611867	5	277
251	0451156609	6	292
251	0679429220	6	391
251	0743206045	6	411
251	0743411250	5	417
252	0060987561	7	25
252	0142001740	7	49
252	0151008116	8	52
252	0312924585	7	65
252	0316666343	8	82
252	0345370775	9	108
252	0375702709	6	137
252	0380789019	10	157
252	0380977788	9	162
252	0385265700	6	163
252	0385479565	10	174
252	0439064872	9	215
252	0439136350	9	216
252	0439139597	9	217
252	043935806X	7	218
252	0440224675	6	235
252	0446310786	10	252
252	0451167317	8	296
252	059035342X	9	361
252	0671021001	8	372
252	0671041789	7	380
252	0679429220	8	391
252	0684865742	4	404
252	0804106304	10	434
252	0804114986	2	438
252	0842329218	7	444
252	1558743669	8	455
252	1573229326	1	463
253	0312195516	3	55
253		6	467
253	0345436911	4	125
253	0385722206	8	192
253	0440235596	7	241
253	0451524934	9	307
253	0671027344	8	375
253	0743418174	6	419
253	0804111359	8	437
254	0380731851	7	156
254	0805063897	7	440
254	1592400876	10	465
255	0312983271	10	72
255	0375700757	10	136
255	0380731851	9	156
255	0380789019	7	157
255	0385504209	10	181
255	0399150897	5	197
255	0449005615	10	284
255	0609804138	10	363
255		9	467
255	0671028375	10	378
255	1400034779	10	453
256	0060987103	6	23
256	0316284955	5	79
256	0380789019	7	157
256	0385504209	7	181
256	0553572997	9	351
257	0064407667	8	33
257	044021145X	9	222
258	0060929871	9	14
258	0345339711	8	98
258	0345339738	8	99
258	0345342968	9	100
258	0345378482	8	109
258	0441172717	9	248
258	0441790348	9	251
258	0451191145	9	303
259	0060928336	10	13
259	0070212570	8	36
259	014025448X	8	43
259		4	467
259	0142004235	9	51
259	0312195516	10	55
259	0385504209	10	181
259	0385511612	9	186
259	0440212561	10	224
259	0440214041	8	226
259	0440215625	5	227
259		7	467
259	0440221471	7	229
259		7	467
259	0440225701	7	236
259		7	467
259	044023722X	4	243
259	0446359866	5	253
259	0446605239	8	263
259	0446606324	5	266
259	0515132187	7	322
259	0553260111	8	333
259		9	467
259	0671041789	9	380
259	0767902521	9	423
260		10	467
260	0439139597	10	217
260		8	467
260	059035342X	10	361
261	0060175400	7	4
261	0060199652	8	5
261	0060915544	8	9
261	0060921145	8	11
261	0060929871	9	14
261	0060938455	8	18
261	0140119906	9	39
261	0156528207	9	53
261	0312243022	9	56
261	0312278586	5	58
261	0312282990	8	59
261	0316666343	7	82
261	0345342968	9	100
261	0374129983	9	132
261	0375700757	9	136
261	0375705856	8	142
261	038533334X	7	164
261	038550926X	6	184
261	0385721420	8	190
261	039592720X	9	195
261	0449005615	8	284
261	0449907481	8	291
261	0451524934	8	307
261	0553277472	6	340
261	0671003755	7	366
261	0679429220	8	391
261	0679735771	8	394
261	068484477X	8	402
261	0684865742	7	404
261	0684874350	9	407
261	0743418174	6	419
261	0894805770	7	447
262	0061009059	9	27
262		8	467
262	0312265867	8	57
262	0312306326	7	61
262	0312966091	9	66
262	0385504209	6	181
262	043935806X	8	218
262	0553279912	7	343
262	0553280341	7	344
262	0553280368	7	345
262	0671510053	9	383
263		7	467
263	0345353145	9	104
263	034540288X	9	118
263		5	467
263	0425143325	10	199
263		7	467
263	0440206154	10	220
263	0671042262	9	381
264	0140067477	5	38
264	0345444884	9	129
264	0385512104	8	187
264	0449212602	7	286
264	0451156609	6	292
264	0553375407	8	349
264	0553582755	6	359
264	0871136791	8	446
265	0140293248	8	44
265		6	467
265	0316776963	9	86
265	0374129983	7	132
265	0385265700	5	163
265	0971880107	5	449
265	1592400876	9	465
266	0060391626	8	6
266		9	467
266	0312265867	9	57
266	0312305060	9	60
266	0312306326	8	61
266	0312966091	9	66
266	0312966970	9	67
266	0312971346	9	68
266	0312976275	9	69
266		9	467
266	0375506039	9	135
266		8	467
266	0439136350	8	216
266	0439139597	8	217
266	043935806X	8	218
266	0446610038	8	273
266	055321313X	8	330
266	0553271636	8	335
266	0553279556	8	342
266	0553279912	8	343
266	0553280341	8	344
266	0553280368	8	345
266	0553284789	8	347
266	0590353403	8	360
266	0671001795	9	365
266	0671758896	8	387
266	0684867621	8	405
266	0842329242	8	445
267	0312421273	9	62
267	0345348036	8	101
267	0345361792	9	105
267	0345413350	8	119
267	0385492081	7	178
267	0812550706	8	442
268		10	467
268	0439139597	10	217
268	043935806X	10	218
268	0553296981	10	348
269	0345387651	8	114
270	0142001740	9	49
270		8	467
270	0312422156	7	63
270	0345348036	10	101
270	0345413350	10	119
270	0345417623	4	122
270	0345465083	8	131
270	038542017X	7	170
270	0385486804	4	176
270	0385722206	9	192
270	0440212561	1	224
270	044023722X	3	243
270	0441172717	5	248
270	0446532231	6	259
270	0525947647	9	327
270	0804106304	8	434
270	080410753X	10	435
270	080411109X	10	436
270	1400031354	8	451
271	0142000205	7	47
271	0316666343	10	82
271	042516098X	6	204
271	0440214041	6	226
271	0440222656	8	232
271	0446364193	8	254
271	0446672211	8	281
271	0449212602	10	286
271	0671011367	5	370
271	0804106304	6	434
271	080410753X	9	435
271	0804114986	7	438
272	0312924585	9	65
272	0345313860	8	94
272	0345337662	8	95
272	0345369947	7	107
272	0440206154	6	220
273	0312195516	10	55
273		6	467
273		3	467
273	0449221482	8	289
273	0449221512	8	290
273	0671793489	8	388
273	0743211375	6	412
274	0312995423	8	76
274	0345370775	8	108
274	0345402871	7	117
274	0380813815	10	160
274	0385504209	9	181
274	0385508042	7	183
274	0385510438	8	185
274	0385511612	7	186
274	0525947647	9	327
274	0671027360	8	376
274	1400031354	10	451
274	1400034779	9	453
274	1592400876	8	465
275	006101351X	5	28
275	0316769487	9	85
275	0345353145	8	104
275	0345370775	7	108
275	0345378482	5	109
275	0345378490	6	110
275	0345380371	5	111
275	0345402871	5	117
275	034540288X	6	118
275	0385484518	10	175
275	0440211727	9	223
275	0440213525	9	225
275	0440221471	10	229
275	044022165X	6	231
275	0440225701	9	236
275	0440234743	7	239
275		7	467
275	0446605239	5	263
275	0446606324	5	266
275	0446607711	7	269
275	0451160525	10	293
275	0451183665	8	301
275	0553280414	9	346
275	0553296981	7	348
275	067102423X	5	373
275	080410526X	9	433
276	002542730X	6	0
276	0142001430	9	48
276	0316769487	7	85
276	0375706771	8	143
276	0440224675	5	235
277	0060915544	9	9
277	0316666343	10	82
277	0345413350	9	119
277		8	467
277	0515136530	6	326
277	0767905385	8	425
278	0060958022	8	19
278	0064400557	10	32
278	0440212561	9	224
278	0449005615	9	284
279	0345380371	5	111
279	034538475X	2	113
279	0425163407	6	206
279	0449219364	6	287
279	0449221512	5	290
279	0553271636	5	335
279	0553280341	5	344
280	0345438329	9	126
280	0425143325	7	199
280	0451203771	6	305
280	0515126772	5	316
280	0515128546	5	317
280	0515128554	5	318
280	0515130389	5	319
280	0515131229	5	320
280	0515132020	6	321
280	051513287X	5	323
281	0060958022	9	19
281		9	467
281	0380718332	9	153
281	038082101X	9	161
281	0385504209	7	181
281	0385722206	9	192
281	0425154092	8	202
281	0425158616	9	203
281	0425180638	9	211
281		10	467
281	0439136350	10	216
281		10	467
281	0446531332	8	258
281	0451167317	9	296
281	0451176464	9	299
281	0553250531	6	332
281	0553275976	7	339
281	0590353403	10	360
281	067102423X	9	373
281	0671867113	7	389
281	0679745203	9	395
281	0679751521	9	397
281	0804106304	7	434
282	0140293248	5	44
282	0142001740	7	49
282	031242227X	8	64
282	0316096199	9	77
282		7	467
282	038550926X	8	184
282	0425162443	7	205
282	0440206154	8	220
283	0380789035	9	158
283	0446609404	8	272
283	0812511816	7	441
284	0060976845	10	21
284		5	467
284	0440211727	8	223
284	0446606812	10	267
284	0451203895	8	306
284	0553272535	10	336
284	0671003755	9	366
284	0786868716	10	428
285	0060392452	10	7
285	0060922532	9	12
285	0060976845	7	21
285	014023313X	8	41
285	031242227X	9	64
285	0316780375	8	88
285	0345438329	9	126
285	0375727132	8	147
285	0375727345	6	148
285	0380977788	7	162
285	0385479565	8	174
285	0385720955	8	189
285	0385722206	7	192
285	0385730586	10	193
285	0394820371	7	194
285	0425162443	10	205
285		10	467
285	0440180295	8	219
285	0446532231	8	259
285	0446670251	9	280
285	0449907481	10	291
285	0452269571	9	311
285	0553275976	9	339
285	059035342X	10	361
285	0609804138	10	363
285		9	467
285	0670892963	5	364
285	0671510053	9	383
285	0679429220	10	391
285	0679734775	9	393
285	0679746048	10	396
285	0802130208	10	431
285	0804111359	10	437
286	0066214122	10	35
286	0312995423	9	76
286	0316666343	9	82
286	0316769487	2	85
286	0345378482	9	109
286	0380012863	5	150
286	0385424728	5	171
286		8	467
286	0385504209	10	181
286	0385511612	10	186
286		7	467
286	0439139597	7	217
286	043935806X	10	218
286	0440206154	9	220
286	0440234743	7	239
286		9	467
286	0451191145	10	303
286	0590353403	9	360
286	0671041789	5	380
286		10	467
286	0743211383	8	413
286	0767902521	7	423
286	0786868716	6	428
287		10	467
287	0312265867	10	57
287	0312306326	10	61
287	0312980140	10	70
287		10	467
287	0316666343	10	82
287	0385484518	10	175
287		10	467
287	0385505833	10	182
287	0441304834	10	249
287	0553268880	10	334
287	067976402X	1	398
287	0684867621	10	405
287	0743211375	5	412
287	0743211383	10	413
288	0066214122	8	35
288	0312305060	8	60
288	0345339681	9	96
288	0345350499	10	102
288	0345370775	8	108
288	0345380371	8	111
288		7	467
288	0439136350	7	216
288		8	467
288	0440206154	7	220
288	0441172717	10	248
288	0590353403	9	360
288		8	467
288		7	467
288	0812511816	9	441
289	0060915544	8	9
289	0060921145	8	11
289	0060922532	8	12
289	0060934417	6	17
289	0345342968	9	100
289	0553275976	5	339
289	0842329129	8	443
289	1558744150	9	456
290	0060173289	9	3
290		9	467
290	0385484518	10	175
290	0439064872	10	215
290	0452282829	9	313
290	080411109X	10	436
291	0060921145	5	11
291	014029628X	10	45
291	0156628708	5	54
291	034536676X	10	106
291	0380012863	5	150
291	0394820371	5	194
291	0440180295	10	219
291	0440414806	10	245
291	0441172717	10	248
291	0452269571	5	311
291	0553296981	10	348
291	0671004107	10	367
291	0671021001	5	372
291	0684833395	10	400
291	0802130208	10	431
292	0064400557	9	32
292	0064407667	8	33
292	0142001805	9	50
292		9	467
292	0330332775	8	93
292	0375703861	8	140
292	0380002930	10	149
292	0380789035	9	158
292	038542017X	9	170
292	0385512104	9	187
292	043935806X	7	218
292	0440206154	5	220
292		10	467
292	0446310786	10	252
292	0451526341	10	308
292	0552998486	8	328
292	0553275976	9	339
292	0786817070	5	426
293	0060502258	5	8
293	0312971346	8	68
293	0312976275	9	69
293	0312983867	8	74
293	0312990456	7	75
293	0345339681	10	96
293	0385479565	7	174
293	0441172717	8	248
293	0553574574	10	352
293	0804106304	10	434
294	0812511816	7	441
295	0345353145	8	104
295	0345361792	8	105
295	034540288X	8	118
295	0385472951	8	172
295	0446608815	8	270
295	0446610038	8	273
295	0446612545	8	278
295	0449003787	8	282
295	0971880107	2	449
296	0060928336	10	13
296	0060930535	8	15
296	0060987103	6	23
296	0316666343	5	82
296	0345436911	5	125
296	038550926X	6	184
296	0452282152	7	312
296	0553296981	9	348
296	0671021001	5	372
296	0679429220	10	391
296	0812550706	9	442
297	0060173289	8	3
297	006101351X	10	28
297	0070212570	9	36
297	0316666343	9	82
297	038542017X	7	170
297	0385484518	10	175
297	0425169863	9	208
297		9	467
297	0440235162	8	240
297	0452260116	8	309
297	0553260111	8	333
297	0553273914	8	337
297	067976402X	8	398
297	0684865742	8	404
298	0399144463	9	196
298		10	467
298	0439136350	10	216
298	0439139597	10	217
298	043935806X	10	218
298	0515130389	10	319
298	0553296981	10	348
298	0590353403	10	360
298	0609610597	9	362
299	0060922532	8	12
299	0060987529	5	24
299	0140293248	7	44
299	0316666343	10	82
299	0345443284	8	128
299	0380718340	9	154
299	038079487X	8	159
299	0385335482	8	165
299	0385335881	9	167
299	0385336179	9	168
299	0385720106	9	188
299	0425147622	10	200
299	0425163407	9	206
299	0425169863	10	208
299	0425172546	9	209
299	0425192725	10	214
299	0440215625	10	227
299	0440222656	9	232
299	0440235596	9	241
299	0446610399	8	275
299	0449221482	7	289
299	0449907481	7	291
299	0451166892	10	295
299	0671693816	8	385
299	0684872153	9	406
299	0743203631	8	410
299	080411868X	7	439
299	0805063897	9	440
299	089480829X	9	448
299	1558743669	10	455
299	1558745157	10	458
299	1573225789	8	461
300	0064472272	10	34
300		7	467
300	031242227X	7	64
300	0316769487	10	85
300	0316776963	10	86
300	0316777730	6	87
300	0375703055	7	138
300	0380002930	10	149
300	0399501487	10	198
300	043935806X	10	218
300	0446532231	10	259
300	0451191145	10	303
300	0451526341	10	308
300	0671693816	8	385
300		10	467
300	0679751521	7	397
300	0743211375	10	412
300	0786817070	7	426
300	0786867647	10	427
301	0060958022	8	19
301	0140298479	9	46
301		8	467
301	0345413903	8	121
301	0380718340	8	154
301	0385335881	9	167
301	0385336179	9	168
301	0425180638	7	211
301		10	467
301	0440234743	7	239
301	0446604801	7	262
301	0446605484	8	264
301	0446609404	8	272
301	0446610399	7	275
301	0446611212	8	276
301	0446611867	7	277
301	0451167317	7	296
301	0451176464	9	299
301	0451177096	7	300
301	0451184963	8	302
301	0552998486	8	328
301	0553273914	8	337
301	055356451X	7	350
301	0553579754	7	354
301	0553582747	9	358
301	0553582755	7	359
301		6	467
301	0671004573	8	369
301	0671011367	8	370
301	0671758896	9	387
301	0671793489	8	388
301	0671867113	8	389
301	0743206045	8	411
301	0743418174	9	419
301	0743418204	8	420
301		7	467
302	0449219364	8	287
302	0449219461	8	288
302	0449221512	8	290
302	0515132020	9	321
302	0515132187	10	322
302	0515136530	9	326
302	0553271636	8	335
302	0553279556	8	342
302	0553280368	8	345
302	0553284789	8	347
303	0060987103	10	23
303	0446670111	10	279
304	0060392452	9	7
304	0671004107	8	367
305	0099771519	8	37
306	002542730X	7	0
306	0060976845	7	21
306	014029628X	8	45
306		8	467
306	0312305060	8	60
306	0316666343	8	82
306	0345337662	9	95
306	0345369947	9	107
306	0345417623	8	122
306	038082101X	8	161
306	0380977788	5	162
306	0385722206	8	192
306	0451524934	10	307
306	0452282152	8	312
306	055321313X	10	330
306	0684801523	8	399
307	0099771519	9	37
307	0345337662	8	95
307	0553572997	6	351
307	0671004107	7	367
307	0971880107	6	449
308		8	467
308	0345370775	7	108
308	0385486804	7	176
308	0425175405	6	210
308	0440206154	7	220
308	0440225701	5	236
308	0440998050	10	246
308	0446604801	10	262
308	0553579606	8	353
308	0553582135	10	357
308	1558743669	9	455
309	0066214122	10	35
309	0312306326	5	61
309	0312990456	10	75
309	0316666343	9	82
309	0345353145	7	104
309	0345380371	9	111
309	0440213525	9	225
309		8	467
309	0446604666	9	261
309	0446604801	6	262
309	0446606189	8	265
309	0446608815	7	270
309	0553260111	9	333
309	0671027387	10	377
310	0312278586	8	58
310	0312980159	9	71
310	0316096199	9	77
310	0316666343	9	82
310	0345339703	9	97
310	0345342968	9	100
