longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.43,33.99,18.0,3307.0,547.0,1738.0,457.0,4.566,116900.0
-119.08,37.78,17.0,1631.0,335.0,285.0,128.0,2.7656,130000.0
-117.86,33.62,17.0,2975.0,371.0,1247.0,398.0,10.1989,500001.0
-122.29,37.56,12.0,6474.0,1467.0,2516.0,1390.0,5.0353,305800.0
-117.96,33.82,29.0,2176.0,468.0,1632.0,428.0,3.707,180400.0
-122.3,37.88,52.0,409.0,97.0,208.0,98.0,1.6971,138800.0
-118.29,33.92,40.0,1935.0,461.0,1616.0,433.0,2.875,120200.0
-122.28,37.85,52.0,610.0,145.0,281.0,132.0,2.9018,119400.0
-122.08,37.3,30.0,2268.0,404.0,1197.0,372.0,7.0813,485300.0
-118.3,34.04,35.0,1090.0,345.0,1605.0,330.0,2.1518,152800.0
-120.36,38.21,10.0,4300.0,845.0,1480.0,609.0,2.8208,139900.0
-118.46,34.0,39.0,4098.0,1100.0,2054.0,1053.0,2.918,345600.0
-118.2,33.9,26.0,1000.0,275.0,1178.0,263.0,2.12,105000.0
-122.4,37.71,40.0,1883.0,397.0,1411.0,438.0,3.0469,238000.0
-117.97,33.73,26.0,1694.0,260.0,885.0,279.0,5.0875,224200.0
-121.47,38.61,35.0,1372.0,360.0,850.0,328.0,1.6331,67500.0
-120.98,37.62,26.0,3819.0,955.0,3010.0,932.0,1.9206,81300.0
-121.32,38.7,16.0,3592.0,642.0,1740.0,629.0,3.0703,126000.0
-117.13,34.07,34.0,2405.0,541.0,1342.0,514.0,2.8031,86900.0
-121.73,38.54,18.0,974.0,317.0,521.0,317.0,1.0633,137500.0
-118.41,34.04,52.0,2113.0,332.0,800.0,327.0,11.1768,500001.0
-121.69,36.8,19.0,2164.0,410.0,1309.0,426.0,3.338,185300.0
-117.4,34.0,31.0,1192.0,307.0,1013.0,283.0,2.0742,76200.0
-121.61,39.14,44.0,2035.0,476.0,1030.0,453.0,1.4661,65200.0
-123.23,39.13,33.0,1176.0,211.0,529.0,217.0,3.8958,144000.0
-116.9,32.84,18.0,4215.0,810.0,2104.0,773.0,4.0873,146900.0
-117.11,32.71,30.0,1729.0,457.0,1673.0,460.0,1.7,85900.0
-118.06,34.09,38.0,2036.0,388.0,1096.0,371.0,4.0625,262500.0
-122.21,37.48,39.0,1535.0,340.0,1204.0,370.0,2.8482,247200.0
-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784,295900.0
-120.42,34.89,24.0,2020.0,307.0,855.0,283.0,5.0099,162500.0
-119.66,36.32,24.0,2652.0,568.0,1532.0,445.0,2.3256,56800.0
-121.99,37.55,28.0,2414.0,415.0,1106.0,453.0,4.8403,268600.0
-118.27,33.98,45.0,1696.0,424.0,1502.0,429.0,1.3042,99200.0
-122.44,37.76,50.0,2589.0,569.0,945.0,544.0,5.2519,376600.0
-118.39,34.2,17.0,2594.0,1028.0,3950.0,973.0,2.0348,177200.0
-118.28,34.04,48.0,1521.0,513.0,1772.0,458.0,2.2232,162500.0
-117.9,33.99,18.0,8076.0,1789.0,5325.0,1707.0,3.443,171900.0
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0
-118.51,34.2,34.0,2871.0,581.0,1350.0,535.0,3.7049,227500.0
-121.27,37.95,43.0,557.0,165.0,573.0,144.0,1.7212,59000.0
-118.18,33.79,42.0,1571.0,435.0,1631.0,417.0,1.6384,128000.0
-121.41,38.6,16.0,5407.0,1467.0,2523.0,1265.0,2.0471,104200.0
-122.25,37.48,37.0,3507.0,569.0,1663.0,608.0,5.0863,440300.0
-117.9,34.53,8.0,3484.0,647.0,2169.0,619.0,3.9766,135800.0
-118.86,34.19,29.0,1326.0,185.0,586.0,187.0,6.5474,422900.0
-118.05,33.86,16.0,2851.0,626.0,1985.0,603.0,5.4089,265600.0
-122.83,38.39,19.0,1765.0,394.0,868.0,388.0,2.462,260300.0
-117.06,33.09,11.0,7483.0,1276.0,3516.0,1261.0,4.0484,262500.0
-117.05,32.63,31.0,4911.0,861.0,2334.0,843.0,4.1958,160100.0
-117.06,32.68,38.0,1481.0,317.0,1080.0,291.0,2.85,125800.0
-117.0,32.76,31.0,2545.0,373.0,956.0,342.0,4.3977,226800.0
-117.31,34.43,16.0,5130.0,1172.0,3126.0,1046.0,1.6784,71900.0
-117.1,32.58,23.0,1662.0,377.0,1318.0,386.0,2.3,120800.0
-117.87,33.81,15.0,3082.0,536.0,1268.0,531.0,3.7604,280100.0
-117.08,33.11,31.0,1356.0,324.0,1301.0,331.0,2.5331,115100.0
-118.45,37.7,15.0,2199.0,453.0,899.0,347.0,2.35,107800.0
-122.43,37.79,52.0,6186.0,1566.0,2065.0,1374.0,5.8543,500001.0
-117.11,32.8,17.0,3890.0,586.0,2791.0,595.0,3.2197,67500.0
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,219200.0
-124.08,41.36,29.0,1029.0,239.0,509.0,196.0,2.0156,62800.0
-117.07,32.63,37.0,2303.0,379.0,1026.0,357.0,3.455,156900.0
-121.33,38.03,10.0,629.0,140.0,635.0,146.0,2.2961,126700.0
-116.87,33.93,32.0,3141.0,812.0,2589.0,721.0,1.4556,54600.0
-118.11,33.75,15.0,2569.0,812.0,785.0,477.0,5.4011,346400.0
-118.02,34.06,26.0,2929.0,970.0,3792.0,817.0,2.2577,173800.0
-122.4,37.75,52.0,1182.0,307.0,1029.0,306.0,2.0577,214600.0
-118.3,34.01,52.0,1908.0,428.0,1271.0,394.0,2.5885,136200.0
-118.16,33.85,36.0,2668.0,473.0,1315.0,478.0,4.0714,215600.0
-117.06,34.0,33.0,1575.0,326.0,879.0,282.0,2.5357,94400.0
-122.55,38.42,24.0,2220.0,411.0,894.0,365.0,4.2891,211700.0
-124.07,40.87,31.0,334.0,134.0,780.0,130.0,0.7684,153100.0
-117.94,34.08,32.0,2704.0,514.0,1669.0,497.0,4.4653,195400.0
-120.79,36.06,29.0,1916.0,386.0,1019.0,314.0,2.4881,87500.0
-121.29,37.96,50.0,1669.0,558.0,1340.0,484.0,1.3191,92300.0
-117.94,33.86,35.0,2127.0,417.0,1247.0,378.0,4.75,185600.0
-117.82,33.72,24.0,3260.0,458.0,1383.0,442.0,6.5987,272800.0
-117.86,33.71,36.0,191.0,42.0,208.0,37.0,3.375,157500.0
-122.32,38.33,17.0,851.0,118.0,370.0,123.0,5.0877,209300.0
-118.18,34.03,39.0,609.0,145.0,690.0,134.0,2.9167,145800.0
-122.25,37.47,35.0,3183.0,515.0,1313.0,487.0,5.9062,383200.0
-121.92,37.48,23.0,4314.0,676.0,1972.0,623.0,5.3813,264400.0
-118.14,34.68,25.0,1703.0,342.0,775.0,309.0,4.5455,126500.0
-118.14,34.08,24.0,3988.0,1098.0,2909.0,1034.0,2.7036,170000.0
-122.11,37.4,16.0,1994.0,489.0,1173.0,472.0,4.1875,266400.0
-119.24,36.8,17.0,2052.0,405.0,975.0,340.0,2.6902,94400.0
-117.95,33.82,29.0,2929.0,640.0,1618.0,584.0,3.6875,213200.0
-118.34,34.15,40.0,3068.0,756.0,1190.0,695.0,3.5637,497400.0
-121.46,38.7,32.0,965.0,183.0,568.0,188.0,3.8611,93900.0
-122.1,37.72,30.0,2599.0,366.0,922.0,350.0,5.8382,330200.0
-117.93,33.62,34.0,2125.0,498.0,1052.0,468.0,5.6315,484600.0
-117.87,33.6,35.0,1598.0,398.0,782.0,411.0,5.1155,500000.0
-118.15,34.04,44.0,647.0,142.0,457.0,143.0,3.6875,162500.0
-118.46,34.06,20.0,5448.0,1532.0,2202.0,1442.0,4.2554,500001.0
-117.23,34.12,6.0,4464.0,1093.0,2364.0,952.0,2.3848,81600.0
-118.32,34.11,42.0,2462.0,543.0,857.0,482.0,4.0833,434400.0
-117.25,34.07,21.0,3067.0,706.0,2140.0,687.0,2.4432,78800.0
-120.66,35.29,23.0,1932.0,487.0,1380.0,472.0,1.9647,253600.0
-120.58,37.36,33.0,3564.0,716.0,2603.0,696.0,2.2179,67500.0
-117.06,32.6,24.0,1088.0,268.0,1095.0,246.0,2.4191,107300.0
-119.92,38.91,15.0,3831.0,625.0,984.0,328.0,5.0718,162500.0
-122.18,37.45,37.0,5257.0,1360.0,2128.0,1264.0,4.0,394300.0
-122.73,38.44,35.0,1120.0,297.0,659.0,274.0,2.3824,145000.0
-122.42,37.8,52.0,4985.0,1355.0,1848.0,1255.0,4.9211,500001.0
-117.05,32.75,35.0,2144.0,388.0,1003.0,383.0,3.0938,137300.0
-119.32,36.3,15.0,2864.0,571.0,1480.0,475.0,2.9698,93400.0
-118.08,33.86,17.0,2259.0,383.0,1378.0,386.0,5.8733,287000.0
-122.56,38.03,34.0,1887.0,290.0,815.0,283.0,6.5249,324800.0
-117.07,32.57,17.0,2961.0,634.0,1911.0,615.0,2.5859,131400.0
-122.5,37.75,44.0,1739.0,343.0,872.0,330.0,2.9632,286300.0
-122.3,37.56,35.0,1873.0,351.0,945.0,333.0,5.5184,274800.0
-118.39,34.19,36.0,904.0,191.0,627.0,191.0,2.4167,192900.0
-118.25,34.07,16.0,719.0,225.0,801.0,218.0,2.3942,133300.0
-122.46,37.74,52.0,2053.0,281.0,791.0,287.0,10.959,500001.0
-122.41,37.71,49.0,1852.0,429.0,1615.0,447.0,3.495,217800.0
-118.37,33.97,41.0,1833.0,355.0,847.0,348.0,5.726,287800.0
-121.59,39.14,41.0,1492.0,350.0,804.0,353.0,1.684,71300.0
-120.42,40.38,26.0,1652.0,313.0,762.0,280.0,2.4757,85600.0
-121.73,37.68,17.0,20354.0,3493.0,8768.0,3293.0,5.4496,238900.0
-122.44,37.77,52.0,2994.0,736.0,1428.0,700.0,3.0766,438900.0
-121.86,37.41,16.0,2411.0,420.0,1671.0,442.0,6.5004,263600.0
-122.04,36.96,42.0,538.0,107.0,200.0,104.0,2.1667,196400.0
-117.71,33.58,2.0,2530.0,562.0,1066.0,510.0,4.6336,187500.0
-122.74,38.45,17.0,3064.0,588.0,1704.0,590.0,3.9329,170900.0
-119.22,34.18,17.0,3332.0,762.0,1797.0,673.0,4.4292,231200.0
-116.42,33.76,14.0,16921.0,2837.0,2524.0,1262.0,7.6281,341700.0
-118.47,34.19,33.0,3879.0,943.0,2113.0,843.0,3.892,292900.0
-118.13,34.2,45.0,1213.0,206.0,529.0,231.0,5.6629,234000.0
-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,266300.0
-118.04,33.85,24.0,2233.0,347.0,1162.0,355.0,5.6094,279200.0
-121.99,37.26,17.0,4034.0,611.0,1158.0,560.0,8.2069,442500.0
-118.13,33.78,45.0,1016.0,172.0,361.0,163.0,7.5,434500.0
-118.36,33.95,42.0,2532.0,627.0,2038.0,591.0,2.875,177500.0
-120.57,34.96,38.0,1145.0,297.0,1107.0,296.0,2.1776,89100.0
-118.15,34.16,18.0,1711.0,383.0,1474.0,415.0,1.2891,181300.0
-118.06,34.12,25.0,3891.0,848.0,1848.0,759.0,3.6639,248100.0
-117.28,34.11,39.0,1573.0,418.0,1258.0,359.0,1.4896,69500.0
-118.76,34.26,26.0,1929.0,293.0,1067.0,320.0,5.4038,222100.0
-118.1,33.91,35.0,1653.0,325.0,1072.0,301.0,3.2708,159700.0
-122.26,37.55,17.0,1321.0,425.0,683.0,408.0,4.7045,500001.0
-118.2,33.94,43.0,1934.0,511.0,1895.0,493.0,2.5029,159700.0
-122.13,39.74,20.0,1401.0,280.0,668.0,250.0,2.2569,94300.0
-117.44,34.45,6.0,6068.0,1137.0,3094.0,947.0,3.5167,130900.0
-117.24,34.04,4.0,4289.0,682.0,1981.0,705.0,5.3366,165100.0
-121.31,37.98,47.0,3386.0,663.0,1228.0,619.0,3.0625,141500.0
-121.01,37.62,35.0,568.0,150.0,622.0,145.0,1.8167,79500.0
-122.33,38.0,35.0,3779.0,711.0,2493.0,679.0,2.9781,109000.0
-122.49,37.75,52.0,2226.0,385.0,1177.0,416.0,4.8516,323800.0
-122.29,38.19,13.0,7065.0,1259.0,3864.0,1221.0,4.7472,148600.0
-122.08,37.97,9.0,2643.0,439.0,1105.0,467.0,6.6579,245200.0
-122.23,38.11,47.0,3007.0,524.0,1152.0,486.0,4.0,141500.0
-118.23,33.88,41.0,1941.0,367.0,1204.0,323.0,3.0417,113700.0
-119.77,36.73,45.0,1081.0,241.0,821.0,230.0,1.7829,52600.0
-118.17,34.05,39.0,962.0,229.0,999.0,221.0,3.375,126000.0
-118.14,33.79,23.0,2573.0,688.0,1478.0,604.0,3.4833,209400.0
-118.04,34.12,44.0,2007.0,288.0,921.0,307.0,6.5989,500001.0
-121.42,38.64,42.0,1720.0,382.0,1069.0,362.0,1.8611,60500.0
-117.66,34.08,33.0,3659.0,590.0,1773.0,615.0,3.9227,157200.0
-121.2,38.02,44.0,608.0,108.0,287.0,83.0,3.3882,125000.0
-118.61,34.21,33.0,2609.0,431.0,1208.0,406.0,5.4527,227100.0
-117.3,33.26,23.0,1678.0,275.0,1227.0,264.0,4.1713,133800.0
-118.31,33.81,23.0,3942.0,748.0,1679.0,711.0,4.1169,362600.0
-117.67,33.49,15.0,2782.0,579.0,983.0,525.0,2.1935,183300.0
-121.02,39.25,52.0,1549.0,275.0,604.0,249.0,2.2278,155400.0
-117.88,33.76,17.0,1768.0,474.0,1079.0,436.0,1.7823,205300.0
-118.31,34.0,47.0,1551.0,362.0,1329.0,322.0,1.9792,116400.0
-121.76,36.92,20.0,2687.0,637.0,2154.0,610.0,2.6434,169700.0
-117.89,33.84,35.0,3315.0,744.0,2425.0,687.0,3.5521,182800.0
-117.97,33.88,16.0,2003.0,300.0,1172.0,318.0,6.0394,321600.0
-118.29,33.95,31.0,2839.0,792.0,2390.0,729.0,2.0,109800.0
-118.46,34.3,32.0,2424.0,476.0,2291.0,419.0,4.0337,158500.0
-118.04,34.13,22.0,3359.0,643.0,1227.0,588.0,4.645,276200.0
-118.3,33.92,34.0,2053.0,382.0,1258.0,380.0,3.0139,154700.0
-118.35,33.84,22.0,13133.0,3680.0,7180.0,3522.0,3.5414,354700.0
-122.22,37.79,44.0,1487.0,314.0,961.0,272.0,3.5156,109500.0
-121.63,36.68,24.0,2591.0,739.0,3243.0,702.0,2.1766,108500.0
-118.35,33.93,31.0,2746.0,697.0,1973.0,598.0,3.5139,192800.0
-118.41,34.2,32.0,2734.0,654.0,2209.0,610.0,3.5164,217200.0
-118.26,34.17,20.0,5949.0,1417.0,2593.0,1337.0,3.8576,318600.0
-122.03,37.38,21.0,2667.0,798.0,1433.0,727.0,3.8732,252400.0
-122.41,37.72,32.0,1650.0,316.0,904.0,295.0,4.0583,236200.0
-118.67,34.27,15.0,3221.0,659.0,1390.0,607.0,3.5313,191800.0
-117.93,33.72,17.0,4461.0,585.0,2095.0,580.0,7.6709,319500.0
-119.27,35.49,39.0,2649.0,572.0,1815.0,547.0,2.3533,65400.0
-117.1,33.56,6.0,1868.0,289.0,750.0,247.0,4.3833,307600.0
-120.65,36.98,26.0,1787.0,364.0,1548.0,362.0,1.7188,49500.0
-117.22,33.31,12.0,2924.0,433.0,1193.0,394.0,6.2475,331300.0
-120.43,34.89,30.0,1979.0,342.0,999.0,320.0,5.0286,158000.0
-118.38,33.81,36.0,1018.0,148.0,329.0,169.0,10.5045,500001.0
-117.95,33.77,38.0,1476.0,308.0,1114.0,309.0,4.1917,181800.0
-122.2,37.4,37.0,1296.0,194.0,540.0,192.0,8.2782,500001.0
-118.43,33.86,34.0,358.0,87.0,162.0,84.0,7.1264,500001.0
-121.87,37.23,19.0,7357.0,963.0,3018.0,981.0,6.9473,361400.0
-118.32,33.87,28.0,3763.0,762.0,1967.0,724.0,5.3244,271900.0
-118.44,34.22,41.0,1582.0,399.0,1159.0,378.0,2.825,168600.0
-118.13,33.96,38.0,1040.0,202.0,557.0,228.0,4.0,254700.0
-117.18,32.76,52.0,2023.0,301.0,649.0,285.0,4.7396,441700.0
-123.01,38.8,21.0,360.0,96.0,131.0,74.0,3.5156,133300.0
-121.29,37.89,26.0,161.0,27.0,1542.0,30.0,5.7485,162500.0
-118.42,34.08,48.0,2413.0,261.0,770.0,248.0,15.0001,500001.0
-122.84,38.4,15.0,3080.0,617.0,1446.0,599.0,3.6696,194400.0
-118.3,34.03,40.0,1695.0,374.0,1138.0,357.0,2.7125,150000.0
-121.19,38.04,35.0,703.0,117.0,290.0,107.0,3.225,177100.0
-118.38,34.17,33.0,1588.0,454.0,739.0,392.0,2.8208,238500.0
-121.59,39.86,14.0,1527.0,269.0,665.0,261.0,2.8657,119600.0
-118.45,34.12,20.0,10722.0,1617.0,3731.0,1511.0,9.7449,500001.0
-122.04,37.58,14.0,14917.0,2708.0,8012.0,2606.0,5.6277,269800.0
-118.85,34.2,28.0,2040.0,297.0,848.0,280.0,6.7612,323700.0
-117.9,34.14,29.0,2240.0,457.0,1187.0,407.0,3.8365,184200.0
-117.61,33.63,2.0,4678.0,817.0,1970.0,712.0,6.1078,219000.0
-122.15,37.74,43.0,1383.0,275.0,853.0,272.0,3.5083,122000.0
-117.1,32.56,16.0,2687.0,501.0,1502.0,480.0,3.75,146800.0
-117.89,33.89,17.0,1671.0,192.0,678.0,206.0,13.1107,467600.0
-122.01,39.74,20.0,2332.0,518.0,1856.0,495.0,2.1746,58700.0
-121.31,38.61,17.0,992.0,151.0,316.0,159.0,6.6238,326700.0
-118.43,34.21,17.0,3667.0,1209.0,2636.0,1054.0,2.425,175500.0
-117.94,33.88,35.0,1694.0,296.0,679.0,282.0,4.3333,239300.0
-121.92,36.62,52.0,974.0,190.0,403.0,181.0,4.3281,236500.0
-117.01,32.77,34.0,3330.0,723.0,1592.0,656.0,2.6678,164200.0
-118.14,33.91,37.0,932.0,171.0,578.0,175.0,4.375,177600.0
-119.08,36.2,30.0,1677.0,358.0,1159.0,365.0,2.4554,61200.0
-118.41,34.25,33.0,827.0,192.0,981.0,184.0,2.6429,143100.0
-118.19,34.04,40.0,1095.0,305.0,1322.0,281.0,1.9688,150000.0
-121.86,38.0,4.0,4075.0,927.0,2239.0,849.0,3.5857,165200.0
-118.4,34.16,35.0,1354.0,284.0,501.0,262.0,3.8056,384700.0
-120.5,37.32,13.0,1936.0,384.0,1158.0,367.0,2.75,83200.0
-122.35,37.93,28.0,1995.0,488.0,1182.0,439.0,2.3352,84300.0
-116.37,33.72,19.0,6190.0,1355.0,2242.0,1043.0,3.0021,152300.0
-122.32,40.57,15.0,2524.0,449.0,1374.0,467.0,3.3816,93800.0
-118.29,34.18,36.0,3120.0,620.0,1441.0,612.0,3.9041,320400.0
-118.39,33.89,40.0,826.0,143.0,389.0,147.0,7.1845,438100.0
-121.91,37.34,35.0,2189.0,607.0,1193.0,562.0,2.8042,240900.0
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0
-118.63,34.24,9.0,4759.0,924.0,1884.0,915.0,4.8333,277200.0
-122.42,37.67,42.0,2274.0,429.0,1255.0,397.0,5.1205,226300.0
-117.96,33.82,19.0,1199.0,251.0,730.0,276.0,3.6422,209400.0
-118.07,33.89,29.0,1138.0,217.0,964.0,222.0,4.537,185300.0
-122.63,38.26,7.0,7808.0,1390.0,3551.0,1392.0,4.6069,202300.0
-118.03,33.81,26.0,3635.0,567.0,1779.0,543.0,5.7089,237400.0
-118.07,34.08,37.0,1210.0,252.0,733.0,243.0,2.806,214600.0
-118.27,33.96,38.0,977.0,295.0,1073.0,292.0,1.0208,86400.0
-117.84,33.8,35.0,1490.0,251.0,629.0,257.0,4.3661,222100.0
-119.87,36.76,34.0,1649.0,323.0,919.0,316.0,2.875,74500.0
-122.25,37.84,52.0,3104.0,687.0,1157.0,647.0,3.12,241400.0
-118.31,34.1,34.0,399.0,141.0,482.0,134.0,1.625,67500.0
-118.28,33.79,28.0,1895.0,420.0,1422.0,389.0,4.3816,191300.0
-120.24,38.01,11.0,1214.0,228.0,633.0,199.0,3.125,148600.0
-118.25,33.97,32.0,879.0,257.0,1057.0,230.0,1.6776,114800.0
-122.85,39.0,20.0,1580.0,318.0,753.0,252.0,1.8704,88500.0
-121.23,37.95,32.0,2081.0,472.0,1342.0,411.0,2.7958,59000.0
-118.0,33.93,24.0,4534.0,967.0,2547.0,895.0,3.9575,215400.0
-117.2,34.14,18.0,1920.0,333.0,890.0,323.0,5.159,144800.0
-118.26,34.07,30.0,929.0,238.0,763.0,214.0,2.5227,187500.0
-117.98,33.72,24.0,2826.0,547.0,1738.0,546.0,6.0494,240400.0
-122.0,37.3,29.0,3429.0,524.0,1518.0,520.0,7.218,400700.0
-118.0,33.83,24.0,2578.0,580.0,1217.0,529.0,2.2401,212500.0
-122.21,37.43,20.0,975.0,134.0,324.0,146.0,9.7796,500001.0
-117.28,33.2,11.0,1472.0,261.0,1012.0,285.0,4.21,175600.0
-117.21,34.28,16.0,3326.0,569.0,527.0,192.0,5.7421,167600.0
-116.95,32.78,20.0,3425.0,448.0,1489.0,443.0,6.2552,296400.0
-117.21,33.17,16.0,1787.0,361.0,1446.0,362.0,3.75,163800.0
-122.0,37.27,33.0,1664.0,271.0,759.0,272.0,5.7876,415800.0
-118.08,33.89,35.0,1071.0,290.0,1412.0,274.0,3.1917,114900.0
-117.25,32.73,39.0,1688.0,256.0,635.0,272.0,4.5938,367400.0
-118.39,34.03,28.0,1722.0,536.0,1161.0,481.0,3.2228,232500.0
-118.3,34.16,40.0,1875.0,460.0,869.0,438.0,3.2321,243600.0
-121.87,37.4,16.0,1767.0,268.0,1061.0,280.0,6.9584,351600.0
-118.21,34.07,31.0,1453.0,404.0,1486.0,389.0,2.3859,153100.0
-121.92,38.37,26.0,2056.0,413.0,933.0,367.0,2.7051,193800.0
-118.26,34.13,25.0,3208.0,1111.0,2843.0,1005.0,2.6673,218100.0
-117.76,34.05,36.0,2910.0,819.0,3055.0,782.0,1.9029,98000.0
-121.51,38.54,34.0,2815.0,479.0,1075.0,471.0,3.9792,164800.0
-122.69,38.36,6.0,5496.0,1374.0,2502.0,1189.0,2.4827,177500.0
-122.23,37.78,52.0,986.0,258.0,1008.0,255.0,1.4844,119400.0
-118.23,34.15,26.0,1649.0,522.0,1332.0,483.0,3.1004,257100.0
-122.24,37.76,52.0,2567.0,436.0,1119.0,415.0,4.6094,229300.0
-122.0,37.54,26.0,1910.0,371.0,852.0,357.0,5.8325,298900.0
-119.24,34.28,41.0,1280.0,240.0,608.0,252.0,4.4038,229100.0
-121.26,37.99,27.0,429.0,102.0,179.0,90.0,2.3333,87500.0
-121.06,39.04,14.0,1651.0,279.0,633.0,261.0,4.2802,194800.0
-117.62,34.08,30.0,1372.0,235.0,1047.0,225.0,3.1597,116300.0
-122.08,37.92,28.0,2377.0,469.0,1068.0,435.0,4.4561,250000.0
-121.61,39.52,24.0,1610.0,324.0,909.0,323.0,1.8661,59800.0
-119.83,36.8,16.0,6101.0,1200.0,3407.0,1134.0,3.125,80800.0
-117.83,33.77,26.0,4931.0,853.0,2249.0,818.0,4.275,285400.0
-117.34,34.51,6.0,5667.0,1385.0,2447.0,1199.0,2.3617,103100.0
-118.29,34.03,38.0,1501.0,437.0,1777.0,441.0,2.0848,135200.0
-118.41,34.03,24.0,3711.0,1192.0,1764.0,1147.0,3.1642,366700.0
-121.32,38.54,13.0,4715.0,1090.0,2420.0,1059.0,2.9693,104400.0
-119.75,36.83,15.0,2793.0,436.0,1411.0,441.0,4.9292,109400.0
-122.08,37.24,21.0,427.0,63.0,182.0,70.0,11.3283,500001.0
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0
-116.42,33.68,15.0,3895.0,782.0,900.0,529.0,2.2208,138300.0
-120.97,37.67,16.0,1499.0,250.0,1292.0,271.0,4.3851,117300.0
-118.1,33.9,35.0,1151.0,248.0,809.0,246.0,4.7813,160000.0
-122.23,37.76,52.0,3011.0,542.0,1303.0,535.0,5.1039,273800.0
-118.12,33.8,36.0,1257.0,205.0,530.0,211.0,5.3701,251400.0
-122.24,37.77,52.0,1711.0,386.0,885.0,373.0,3.6417,206300.0
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0
-122.19,40.2,30.0,2750.0,476.0,1296.0,464.0,3.5305,73600.0
-117.23,32.75,21.0,2050.0,608.0,1131.0,550.0,2.4779,165000.0
-121.29,38.03,16.0,4356.0,881.0,1629.0,818.0,2.2672,91100.0
-118.44,34.18,35.0,972.0,270.0,550.0,256.0,2.2461,215000.0
-121.48,38.56,52.0,814.0,216.0,327.0,181.0,2.8542,125000.0
-118.94,34.18,24.0,3689.0,585.0,1898.0,581.0,5.9224,239400.0
-118.46,34.19,35.0,1491.0,295.0,779.0,309.0,6.1142,256300.0
-117.66,35.63,33.0,2579.0,564.0,1155.0,431.0,2.0441,42100.0
-122.27,37.85,52.0,335.0,83.0,152.0,77.0,2.2841,106300.0
-122.3,37.98,25.0,3807.0,806.0,1821.0,792.0,3.6518,164300.0
-118.83,35.2,17.0,1959.0,484.0,1763.0,453.0,2.1357,53500.0
-124.23,41.75,11.0,3159.0,616.0,1343.0,479.0,2.4805,73200.0
-117.13,32.9,15.0,2785.0,644.0,1798.0,630.0,3.7156,175200.0
-118.97,35.38,32.0,1361.0,363.0,1483.0,297.0,1.625,46800.0
-122.07,37.7,32.0,3400.0,736.0,1487.0,694.0,3.0,223200.0
-118.15,33.93,30.0,3096.0,628.0,1676.0,587.0,4.6583,207300.0
-122.04,36.95,36.0,1862.0,364.0,1080.0,364.0,4.4567,263800.0
-117.11,32.67,52.0,204.0,74.0,248.0,57.0,1.7961,47500.0
-121.36,38.02,5.0,2229.0,543.0,1010.0,474.0,4.1719,206100.0
-118.26,34.0,37.0,2615.0,697.0,2484.0,630.0,1.9208,103400.0
-117.98,33.7,17.0,1989.0,411.0,1401.0,453.0,4.1603,160500.0
-118.31,34.17,12.0,3188.0,931.0,2118.0,850.0,3.1823,218300.0
-118.12,34.6,33.0,2189.0,497.0,1459.0,443.0,2.3958,94500.0
-118.25,34.15,20.0,3960.0,1027.0,1729.0,978.0,3.0441,193800.0
-120.37,40.17,21.0,789.0,141.0,406.0,146.0,2.1198,73500.0
-122.41,37.74,43.0,1663.0,330.0,935.0,335.0,4.1552,240900.0
-121.89,37.67,19.0,2034.0,288.0,852.0,295.0,6.5285,300400.0
-120.91,37.57,26.0,3396.0,705.0,2446.0,694.0,2.0521,65400.0
-118.35,34.16,49.0,1305.0,228.0,584.0,255.0,5.636,267900.0
-121.28,38.03,11.0,3585.0,729.0,2769.0,715.0,3.0907,94100.0
-118.38,34.05,52.0,1004.0,231.0,590.0,226.0,4.2404,351000.0
-119.39,36.54,34.0,1590.0,422.0,1272.0,407.0,1.8068,59000.0
-118.59,34.18,7.0,11853.0,2691.0,4404.0,2447.0,4.2009,271300.0
-122.7,38.99,18.0,1177.0,224.0,181.0,105.0,2.3558,134700.0
-118.03,34.06,31.0,1513.0,389.0,1396.0,364.0,2.4706,170600.0
-118.32,33.93,37.0,2379.0,462.0,1327.0,445.0,4.25,172100.0
-121.39,38.57,33.0,2648.0,357.0,863.0,359.0,8.4016,338700.0
-121.88,37.26,13.0,1893.0,487.0,1018.0,464.0,3.8047,204700.0
-120.99,39.13,14.0,770.0,116.0,285.0,116.0,3.6434,155400.0
-118.6,34.21,21.0,9512.0,2560.0,7282.0,2387.0,2.8039,227500.0
-122.02,37.99,37.0,2247.0,416.0,1237.0,397.0,4.45,161900.0
-124.09,40.92,12.0,2497.0,491.0,1153.0,462.0,2.8182,126900.0
-121.34,38.03,20.0,4213.0,751.0,2071.0,714.0,4.4063,130800.0
-118.54,34.06,21.0,3755.0,525.0,1493.0,526.0,11.4233,500001.0
