longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,longitude_rep1,longitude_rep2,longitude_rep3,longitude_rep4,longitude_rep5,median_house_value
-121.69,36.96,23.0,1229.0,254.0,687.0,232.0,5.1433,-121.69,-121.69,-121.69,-121.69,-121.69,305600.0
-119.82,36.32,18.0,942.0,193.0,424.0,174.0,2.0673,-119.82,-119.82,-119.82,-119.82,-119.82,87500.0
-122.04,37.63,33.0,952.0,172.0,369.0,159.0,3.2331,-122.04,-122.04,-122.04,-122.04,-122.04,226700.0
-122.33,37.58,27.0,5144.0,1481.0,2518.0,1447.0,3.4836,-122.33,-122.33,-122.33,-122.33,-122.33,287900.0
-118.95,34.16,21.0,2953.0,419.0,1397.0,410.0,6.541,-118.95,-118.95,-118.95,-118.95,-118.95,291500.0
-118.43,34.02,38.0,2172.0,437.0,830.0,368.0,3.9091,-118.43,-118.43,-118.43,-118.43,-118.43,500001.0
-120.74,39.9,23.0,1017.0,218.0,387.0,152.0,2.2656,-120.74,-120.74,-120.74,-120.74,-120.74,88200.0
-118.18,34.02,35.0,661.0,142.0,720.0,143.0,2.8977,-118.18,-118.18,-118.18,-118.18,-118.18,142500.0
-122.11,37.88,37.0,4005.0,614.0,1602.0,606.0,6.4666,-122.11,-122.11,-122.11,-122.11,-122.11,348200.0
-118.45,34.03,45.0,727.0,168.0,520.0,175.0,2.6528,-118.45,-118.45,-118.45,-118.45,-118.45,300000.0
-118.17,33.77,45.0,2143.0,697.0,1004.0,594.0,3.0153,-118.17,-118.17,-118.17,-118.17,-118.17,220000.0
-117.08,32.7,37.0,2176.0,418.0,1301.0,375.0,2.875,-117.08,-117.08,-117.08,-117.08,-117.08,98900.0
-116.18,33.69,17.0,89.0,19.0,79.0,21.0,2.375,-116.18,-116.18,-116.18,-116.18,-116.18,155000.0
-117.28,34.12,47.0,2456.0,611.0,1653.0,512.0,1.3973,-117.28,-117.28,-117.28,-117.28,-117.28,66100.0
-116.98,33.26,12.0,5898.0,1002.0,3129.0,945.0,4.7647,-116.98,-116.98,-116.98,-116.98,-116.98,254100.0
-121.83,37.99,23.0,1970.0,296.0,935.0,279.0,4.4853,-121.83,-121.83,-121.83,-121.83,-121.83,145900.0
-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,-118.4,-118.4,-118.4,-118.4,-118.4,500001.0
-118.35,33.91,28.0,2108.0,534.0,1485.0,536.0,4.0775,-118.35,-118.35,-118.35,-118.35,-118.35,241400.0
-117.39,34.11,16.0,1140.0,181.0,627.0,206.0,4.9444,-117.39,-117.39,-117.39,-117.39,-117.39,132700.0
-118.19,33.99,35.0,1172.0,436.0,1741.0,408.0,2.4596,-118.19,-118.19,-118.19,-118.19,-118.19,154700.0
-118.45,34.0,46.0,1777.0,362.0,896.0,334.0,4.45,-118.45,-118.45,-118.45,-118.45,-118.45,348300.0
-120.48,37.3,39.0,1015.0,356.0,875.0,313.0,1.5,-120.48,-120.48,-120.48,-120.48,-120.48,67000.0
-121.19,38.67,16.0,1754.0,284.0,773.0,277.0,4.817,-121.19,-121.19,-121.19,-121.19,-121.19,147000.0
-119.66,36.3,18.0,1147.0,202.0,717.0,212.0,3.3681,-119.66,-119.66,-119.66,-119.66,-119.66,70500.0
-120.84,37.47,11.0,2285.0,499.0,1468.0,471.0,2.7857,-120.84,-120.84,-120.84,-120.84,-120.84,110300.0
-121.76,37.68,32.0,1078.0,207.0,555.0,197.0,3.1856,-121.76,-121.76,-121.76,-121.76,-121.76,186900.0
-117.68,34.01,20.0,7326.0,1555.0,5718.0,1538.0,3.2073,-117.68,-117.68,-117.68,-117.68,-117.68,123500.0
-121.27,38.71,16.0,4082.0,666.0,1912.0,652.0,4.4609,-121.27,-121.27,-121.27,-121.27,-121.27,142900.0
-118.45,34.27,33.0,1194.0,229.0,839.0,230.0,3.705,-118.45,-118.45,-118.45,-118.45,-118.45,185800.0
-121.94,37.24,26.0,2561.0,388.0,1165.0,393.0,7.3522,-121.94,-121.94,-121.94,-121.94,-121.94,363800.0
-118.0,33.84,29.0,2641.0,637.0,2413.0,619.0,2.8169,-118.0,-118.0,-118.0,-118.0,-118.0,165100.0
-117.71,33.47,17.0,2681.0,454.0,830.0,410.0,5.5507,-117.71,-117.71,-117.71,-117.71,-117.71,345700.0
-119.25,36.27,23.0,1494.0,275.0,678.0,235.0,2.6875,-119.25,-119.25,-119.25,-119.25,-119.25,69100.0
-122.11,37.71,36.0,4569.0,824.0,1950.0,819.0,4.65,-122.11,-122.11,-122.11,-122.11,-122.11,206800.0
-121.48,38.56,44.0,1151.0,263.0,518.0,258.0,2.0089,-121.48,-121.48,-121.48,-121.48,-121.48,113600.0
-118.13,33.83,45.0,3087.0,574.0,1474.0,567.0,5.5196,-118.13,-118.13,-118.13,-118.13,-118.13,227600.0
-117.64,34.12,18.0,3605.0,534.0,1682.0,480.0,5.8407,-117.64,-117.64,-117.64,-117.64,-117.64,202900.0
-120.18,39.17,18.0,1703.0,360.0,354.0,163.0,3.6563,-120.18,-120.18,-120.18,-120.18,-120.18,146900.0
-116.95,33.76,10.0,6890.0,1702.0,3141.0,1451.0,1.7079,-116.95,-116.95,-116.95,-116.95,-116.95,95900.0
-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,3.0574,-118.39,-118.39,-118.39,-118.39,-118.39,319400.0
-118.02,33.97,34.0,1903.0,293.0,887.0,306.0,6.148,-118.02,-118.02,-118.02,-118.02,-118.02,313800.0
-122.54,37.74,42.0,2006.0,415.0,1230.0,435.0,4.1786,-122.54,-122.54,-122.54,-122.54,-122.54,271100.0
-121.02,37.7,16.0,3476.0,650.0,2126.0,665.0,3.3438,-121.02,-121.02,-121.02,-121.02,-121.02,125400.0
-118.36,33.92,26.0,3695.0,1144.0,2308.0,1009.0,2.6667,-118.36,-118.36,-118.36,-118.36,-118.36,229300.0
-121.56,37.0,20.0,3976.0,953.0,3866.0,950.0,2.5387,-121.56,-121.56,-121.56,-121.56,-121.56,160100.0
-121.29,38.13,20.0,3168.0,514.0,1390.0,490.0,5.0,-121.29,-121.29,-121.29,-121.29,-121.29,154800.0
-119.23,34.15,18.0,6213.0,1188.0,2679.0,1000.0,3.748,-119.23,-119.23,-119.23,-119.23,-119.23,380400.0
-122.18,37.77,52.0,1748.0,362.0,1029.0,366.0,2.0556,-122.18,-122.18,-122.18,-122.18,-122.18,100000.0
-118.19,33.78,42.0,1021.0,300.0,533.0,187.0,1.8036,-118.19,-118.19,-118.19,-118.19,-118.19,175000.0
-120.57,37.35,18.0,704.0,176.0,520.0,154.0,3.003,-120.57,-120.57,-120.57,-120.57,-120.57,101300.0
-118.31,34.16,38.0,2347.0,665.0,1317.0,547.0,3.2112,-118.31,-118.31,-118.31,-118.31,-118.31,349300.0
-119.29,36.32,27.0,1513.0,374.0,839.0,350.0,1.2012,-119.29,-119.29,-119.29,-119.29,-119.29,64600.0
-121.92,37.36,42.0,198.0,32.0,158.0,32.0,3.1563,-121.92,-121.92,-121.92,-121.92,-121.92,137500.0
-121.45,38.61,32.0,2436.0,612.0,1509.0,618.0,1.0424,-121.45,-121.45,-121.45,-121.45,-121.45,81400.0
-115.75,35.23,5.0,208.0,78.0,132.0,56.0,2.5333,-115.75,-115.75,-115.75,-115.75,-115.75,75000.0
-117.88,33.71,30.0,1739.0,359.0,1914.0,369.0,3.5551,-117.88,-117.88,-117.88,-117.88,-117.88,185200.0
-118.01,33.94,35.0,1323.0,235.0,807.0,247.0,4.2708,-118.01,-118.01,-118.01,-118.01,-118.01,174800.0
-117.62,34.08,24.0,2801.0,554.0,2064.0,529.0,4.4946,-117.62,-117.62,-117.62,-117.62,-117.62,136000.0
-122.2,37.8,46.0,2041.0,405.0,1059.0,399.0,3.8487,-122.2,-122.2,-122.2,-122.2,-122.2,203300.0
-119.45,36.59,28.0,1274.0,215.0,572.0,202.0,3.825,-119.45,-119.45,-119.45,-119.45,-119.45,84200.0
-121.98,37.97,26.0,2714.0,390.0,1232.0,409.0,5.9617,-121.98,-121.98,-121.98,-121.98,-121.98,231100.0
-119.83,36.54,31.0,1732.0,332.0,979.0,294.0,2.5208,-119.83,-119.83,-119.83,-119.83,-119.83,60000.0
-121.2,38.66,17.0,1605.0,217.0,732.0,241.0,5.47,-121.2,-121.2,-121.2,-121.2,-121.2,204800.0
-121.76,36.77,27.0,1608.0,503.0,2031.0,498.0,2.3384,-121.76,-121.76,-121.76,-121.76,-121.76,121000.0
-119.01,35.37,45.0,629.0,143.0,568.0,139.0,1.7321,-119.01,-119.01,-119.01,-119.01,-119.01,84400.0
-122.13,37.39,27.0,3385.0,427.0,1248.0,409.0,12.0372,-122.13,-122.13,-122.13,-122.13,-122.13,500001.0
-117.36,33.98,33.0,2070.0,469.0,1851.0,467.0,2.4667,-117.36,-117.36,-117.36,-117.36,-117.36,80700.0
-120.43,34.86,17.0,1932.0,347.0,874.0,312.0,3.8203,-120.43,-120.43,-120.43,-120.43,-120.43,141500.0
-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,-122.46,-122.46,-122.46,-122.46,-122.46,284700.0
-120.99,38.67,8.0,4913.0,744.0,2005.0,723.0,5.4413,-120.99,-120.99,-120.99,-120.99,-120.99,187900.0
-118.01,33.9,36.0,1382.0,257.0,685.0,255.0,5.125,-118.01,-118.01,-118.01,-118.01,-118.01,211700.0
-122.49,37.69,35.0,2576.0,443.0,1273.0,433.0,4.7391,-122.49,-122.49,-122.49,-122.49,-122.49,272800.0
-121.83,37.99,18.0,2741.0,449.0,1507.0,460.0,4.7566,-121.83,-121.83,-121.83,-121.83,-121.83,142500.0
-118.19,33.82,11.0,872.0,203.0,422.0,221.0,4.6364,-118.19,-118.19,-118.19,-118.19,-118.19,156300.0
-118.09,33.95,36.0,1991.0,396.0,1306.0,403.0,4.5,-118.09,-118.09,-118.09,-118.09,-118.09,166600.0
-118.44,34.3,38.0,1595.0,314.0,1181.0,327.0,3.4,-118.44,-118.44,-118.44,-118.44,-118.44,155500.0
-121.82,37.28,31.0,1340.0,235.0,1336.0,270.0,4.2361,-121.82,-121.82,-121.82,-121.82,-121.82,179500.0
-120.95,37.57,29.0,1179.0,249.0,672.0,243.0,3.1125,-120.95,-120.95,-120.95,-120.95,-120.95,154800.0
-117.09,32.64,38.0,2095.0,536.0,1240.0,550.0,2.7218,-117.09,-117.09,-117.09,-117.09,-117.09,145900.0
-124.14,40.57,29.0,2864.0,600.0,1314.0,562.0,2.1354,-124.14,-124.14,-124.14,-124.14,-124.14,75100.0
-122.21,37.47,43.0,733.0,162.0,497.0,175.0,3.2708,-122.21,-122.21,-122.21,-122.21,-122.21,255300.0
-117.24,32.79,25.0,2135.0,691.0,566.0,320.0,2.6902,-117.24,-117.24,-117.24,-117.24,-117.24,212500.0
-117.14,32.7,47.0,552.0,161.0,593.0,174.0,0.9589,-117.14,-117.14,-117.14,-117.14,-117.14,90000.0
-122.23,37.45,34.0,4177.0,723.0,1586.0,660.0,5.0457,-122.23,-122.23,-122.23,-122.23,-122.23,395100.0
-121.96,36.98,16.0,4907.0,1117.0,2265.0,1048.0,2.6757,-121.96,-121.96,-121.96,-121.96,-121.96,229200.0
-117.15,32.77,16.0,2056.0,631.0,847.0,569.0,2.9576,-117.15,-117.15,-117.15,-117.15,-117.15,92200.0
-121.4,38.55,19.0,2497.0,494.0,748.0,442.0,2.925,-121.4,-121.4,-121.4,-121.4,-121.4,142400.0
-117.71,33.54,15.0,2460.0,368.0,962.0,320.0,7.3878,-117.71,-117.71,-117.71,-117.71,-117.71,318300.0
-118.01,33.83,29.0,3963.0,772.0,2104.0,743.0,4.9803,-118.01,-118.01,-118.01,-118.01,-118.01,208600.0
-119.89,36.64,34.0,1422.0,237.0,716.0,222.0,2.975,-119.89,-119.89,-119.89,-119.89,-119.89,90000.0
-117.5,33.95,29.0,932.0,153.0,711.0,172.0,4.8214,-117.5,-117.5,-117.5,-117.5,-117.5,143400.0
-118.22,33.97,47.0,1058.0,295.0,1097.0,274.0,2.881,-118.22,-118.22,-118.22,-118.22,-118.22,183300.0
-118.08,34.13,39.0,788.0,128.0,413.0,139.0,5.9546,-118.08,-118.08,-118.08,-118.08,-118.08,396700.0
-122.26,37.77,52.0,1210.0,168.0,411.0,172.0,3.3571,-122.26,-122.26,-122.26,-122.26,-122.26,405400.0
-120.59,34.7,29.0,17738.0,3114.0,12427.0,2826.0,2.7377,-120.59,-120.59,-120.59,-120.59,-120.59,28300.0
-122.48,37.78,44.0,3371.0,794.0,1738.0,753.0,3.1653,-122.48,-122.48,-122.48,-122.48,-122.48,335300.0
-118.25,33.79,34.0,1349.0,371.0,1716.0,380.0,2.7143,-118.25,-118.25,-118.25,-118.25,-118.25,138100.0
-122.72,38.44,52.0,1059.0,281.0,627.0,273.0,1.5357,-122.72,-122.72,-122.72,-122.72,-122.72,137500.0
-121.89,37.38,3.0,4778.0,1047.0,2522.0,990.0,5.7695,-121.89,-121.89,-121.89,-121.89,-121.89,271400.0
-118.75,34.1,34.0,2255.0,402.0,857.0,317.0,4.5333,-118.75,-118.75,-118.75,-118.75,-118.75,377300.0
-122.23,40.57,18.0,1633.0,243.0,750.0,252.0,5.1585,-122.23,-122.23,-122.23,-122.23,-122.23,150800.0
-118.07,34.16,39.0,1804.0,265.0,730.0,276.0,6.4761,-118.07,-118.07,-118.07,-118.07,-118.07,397500.0
-117.96,33.79,36.0,2398.0,403.0,1261.0,402.0,5.2816,-117.96,-117.96,-117.96,-117.96,-117.96,221800.0
-121.14,37.52,37.0,1358.0,231.0,586.0,214.0,3.1645,-121.14,-121.14,-121.14,-121.14,-121.14,170800.0
-121.32,38.16,14.0,2049.0,398.0,1071.0,369.0,3.5,-121.32,-121.32,-121.32,-121.32,-121.32,240800.0
-121.35,38.55,18.0,4481.0,780.0,2211.0,775.0,3.9934,-121.35,-121.35,-121.35,-121.35,-121.35,123300.0
-118.42,34.04,52.0,1358.0,272.0,574.0,267.0,5.6454,-118.42,-118.42,-118.42,-118.42,-118.42,500001.0
-118.84,34.15,17.0,3785.0,494.0,1527.0,507.0,8.4443,-118.84,-118.84,-118.84,-118.84,-118.84,358500.0
-121.14,37.48,6.0,1772.0,332.0,1011.0,331.0,3.7045,-121.14,-121.14,-121.14,-121.14,-121.14,128100.0
-120.46,34.63,48.0,1408.0,301.0,682.0,279.0,2.9271,-120.46,-120.46,-120.46,-120.46,-120.46,146600.0
-121.38,38.59,36.0,1239.0,237.0,764.0,222.0,3.0156,-121.38,-121.38,-121.38,-121.38,-121.38,103000.0
-122.08,37.63,31.0,767.0,171.0,548.0,185.0,3.7614,-122.08,-122.08,-122.08,-122.08,-122.08,176000.0
-122.76,38.45,8.0,5823.0,1104.0,2864.0,1041.0,3.6292,-122.76,-122.76,-122.76,-122.76,-122.76,183600.0
-121.47,38.49,17.0,3595.0,790.0,2760.0,770.0,2.3233,-121.47,-121.47,-121.47,-121.47,-121.47,78800.0
-120.41,34.87,15.0,1534.0,251.0,761.0,240.0,4.9028,-120.41,-120.41,-120.41,-120.41,-120.41,193600.0
-121.54,36.99,27.0,2361.0,449.0,1782.0,397.0,3.2614,-121.54,-121.54,-121.54,-121.54,-121.54,305000.0
-122.66,38.48,21.0,2066.0,393.0,919.0,395.0,3.267,-122.66,-122.66,-122.66,-122.66,-122.66,176200.0
-118.28,34.1,49.0,2843.0,880.0,2004.0,796.0,2.7875,-118.28,-118.28,-118.28,-118.28,-118.28,217300.0
-122.75,38.48,4.0,6487.0,1112.0,2958.0,1131.0,4.5417,-122.75,-122.75,-122.75,-122.75,-122.75,197400.0
-117.89,33.88,33.0,1582.0,256.0,771.0,240.0,5.3836,-117.89,-117.89,-117.89,-117.89,-117.89,229600.0
-117.66,33.62,16.0,4065.0,661.0,1962.0,636.0,6.2177,-117.66,-117.66,-117.66,-117.66,-117.66,256600.0
-118.18,34.06,45.0,934.0,228.0,893.0,192.0,2.53,-118.18,-118.18,-118.18,-118.18,-118.18,140300.0
-123.48,40.79,15.0,619.0,160.0,287.0,104.0,1.9107,-123.48,-123.48,-123.48,-123.48,-123.48,79200.0
-121.43,38.46,18.0,1378.0,235.0,818.0,262.0,4.0625,-121.43,-121.43,-121.43,-121.43,-121.43,100300.0
-121.93,37.32,50.0,1135.0,215.0,500.0,207.0,4.2614,-121.93,-121.93,-121.93,-121.93,-121.93,211300.0
-117.03,32.72,38.0,886.0,176.0,505.0,188.0,3.5938,-117.03,-117.03,-117.03,-117.03,-117.03,125400.0
-121.37,39.03,32.0,1158.0,244.0,598.0,227.0,2.8235,-121.37,-121.37,-121.37,-121.37,-121.37,65500.0
-118.31,34.05,38.0,1864.0,515.0,1768.0,439.0,1.9336,-118.31,-118.31,-118.31,-118.31,-118.31,190600.0
-117.13,32.76,27.0,2280.0,695.0,1235.0,664.0,1.9392,-117.13,-117.13,-117.13,-117.13,-117.13,142900.0
-122.4,40.57,23.0,1321.0,259.0,749.0,222.0,1.655,-122.4,-122.4,-122.4,-122.4,-122.4,90100.0
-118.72,34.14,7.0,23866.0,4407.0,9873.0,4012.0,5.4032,-118.72,-118.72,-118.72,-118.72,-118.72,318500.0
-121.44,38.57,52.0,3080.0,545.0,975.0,495.0,3.776,-121.44,-121.44,-121.44,-121.44,-121.44,164500.0
-117.93,33.74,5.0,639.0,197.0,666.0,197.0,3.3017,-117.93,-117.93,-117.93,-117.93,-117.93,87500.0
-117.43,33.99,18.0,3307.0,547.0,1738.0,457.0,4.566,-117.43,-117.43,-117.43,-117.43,-117.43,116900.0
-119.08,37.78,17.0,1631.0,335.0,285.0,128.0,2.7656,-119.08,-119.08,-119.08,-119.08,-119.08,130000.0
-117.86,33.62,17.0,2975.0,371.0,1247.0,398.0,10.1989,-117.86,-117.86,-117.86,-117.86,-117.86,500001.0
-122.29,37.56,12.0,6474.0,1467.0,2516.0,1390.0,5.0353,-122.29,-122.29,-122.29,-122.29,-122.29,305800.0
-117.96,33.82,29.0,2176.0,468.0,1632.0,428.0,3.707,-117.96,-117.96,-117.96,-117.96,-117.96,180400.0
-122.3,37.88,52.0,409.0,97.0,208.0,98.0,1.6971,-122.3,-122.3,-122.3,-122.3,-122.3,138800.0
-118.29,33.92,40.0,1935.0,461.0,1616.0,433.0,2.875,-118.29,-118.29,-118.29,-118.29,-118.29,120200.0
-122.28,37.85,52.0,610.0,145.0,281.0,132.0,2.9018,-122.28,-122.28,-122.28,-122.28,-122.28,119400.0
-122.08,37.3,30.0,2268.0,404.0,1197.0,372.0,7.0813,-122.08,-122.08,-122.08,-122.08,-122.08,485300.0
-118.3,34.04,35.0,1090.0,345.0,1605.0,330.0,2.1518,-118.3,-118.3,-118.3,-118.3,-118.3,152800.0
-120.36,38.21,10.0,4300.0,845.0,1480.0,609.0,2.8208,-120.36,-120.36,-120.36,-120.36,-120.36,139900.0
-118.46,34.0,39.0,4098.0,1100.0,2054.0,1053.0,2.918,-118.46,-118.46,-118.46,-118.46,-118.46,345600.0
-118.2,33.9,26.0,1000.0,275.0,1178.0,263.0,2.12,-118.2,-118.2,-118.2,-118.2,-118.2,105000.0
-122.4,37.71,40.0,1883.0,397.0,1411.0,438.0,3.0469,-122.4,-122.4,-122.4,-122.4,-122.4,238000.0
-117.97,33.73,26.0,1694.0,260.0,885.0,279.0,5.0875,-117.97,-117.97,-117.97,-117.97,-117.97,224200.0
-121.47,38.61,35.0,1372.0,360.0,850.0,328.0,1.6331,-121.47,-121.47,-121.47,-121.47,-121.47,67500.0
-120.98,37.62,26.0,3819.0,955.0,3010.0,932.0,1.9206,-120.98,-120.98,-120.98,-120.98,-120.98,81300.0
-121.32,38.7,16.0,3592.0,642.0,1740.0,629.0,3.0703,-121.32,-121.32,-121.32,-121.32,-121.32,126000.0
-117.13,34.07,34.0,2405.0,541.0,1342.0,514.0,2.8031,-117.13,-117.13,-117.13,-117.13,-117.13,86900.0
-121.73,38.54,18.0,974.0,317.0,521.0,317.0,1.0633,-121.73,-121.73,-121.73,-121.73,-121.73,137500.0
-118.41,34.04,52.0,2113.0,332.0,800.0,327.0,11.1768,-118.41,-118.41,-118.41,-118.41,-118.41,500001.0
-121.69,36.8,19.0,2164.0,410.0,1309.0,426.0,3.338,-121.69,-121.69,-121.69,-121.69,-121.69,185300.0
-117.4,34.0,31.0,1192.0,307.0,1013.0,283.0,2.0742,-117.4,-117.4,-117.4,-117.4,-117.4,76200.0
-121.61,39.14,44.0,2035.0,476.0,1030.0,453.0,1.4661,-121.61,-121.61,-121.61,-121.61,-121.61,65200.0
-123.23,39.13,33.0,1176.0,211.0,529.0,217.0,3.8958,-123.23,-123.23,-123.23,-123.23,-123.23,144000.0
-116.9,32.84,18.0,4215.0,810.0,2104.0,773.0,4.0873,-116.9,-116.9,-116.9,-116.9,-116.9,146900.0
-117.11,32.71,30.0,1729.0,457.0,1673.0,460.0,1.7,-117.11,-117.11,-117.11,-117.11,-117.11,85900.0
-118.06,34.09,38.0,2036.0,388.0,1096.0,371.0,4.0625,-118.06,-118.06,-118.06,-118.06,-118.06,262500.0
-122.21,37.48,39.0,1535.0,340.0,1204.0,370.0,2.8482,-122.21,-122.21,-122.21,-122.21,-122.21,247200.0
-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784,-118.36,-118.36,-118.36,-118.36,-118.36,295900.0
-120.42,34.89,24.0,2020.0,307.0,855.0,283.0,5.0099,-120.42,-120.42,-120.42,-120.42,-120.42,162500.0
-119.66,36.32,24.0,2652.0,568.0,1532.0,445.0,2.3256,-119.66,-119.66,-119.66,-119.66,-119.66,56800.0
-121.99,37.55,28.0,2414.0,415.0,1106.0,453.0,4.8403,-121.99,-121.99,-121.99,-121.99,-121.99,268600.0
-118.27,33.98,45.0,1696.0,424.0,1502.0,429.0,1.3042,-118.27,-118.27,-118.27,-118.27,-118.27,99200.0
-122.44,37.76,50.0,2589.0,569.0,945.0,544.0,5.2519,-122.44,-122.44,-122.44,-122.44,-122.44,376600.0
-118.39,34.2,17.0,2594.0,1028.0,3950.0,973.0,2.0348,-118.39,-118.39,-118.39,-118.39,-118.39,177200.0
-118.28,34.04,48.0,1521.0,513.0,1772.0,458.0,2.2232,-118.28,-118.28,-118.28,-118.28,-118.28,162500.0
-117.9,33.99,18.0,8076.0,1789.0,5325.0,1707.0,3.443,-117.9,-117.9,-117.9,-117.9,-117.9,171900.0
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,-122.26,-122.26,-122.26,-122.26,-122.26,155400.0
-118.51,34.2,34.0,2871.0,581.0,1350.0,535.0,3.7049,-118.51,-118.51,-118.51,-118.51,-118.51,227500.0
-121.27,37.95,43.0,557.0,165.0,573.0,144.0,1.7212,-121.27,-121.27,-121.27,-121.27,-121.27,59000.0
-118.18,33.79,42.0,1571.0,435.0,1631.0,417.0,1.6384,-118.18,-118.18,-118.18,-118.18,-118.18,128000.0
-121.41,38.6,16.0,5407.0,1467.0,2523.0,1265.0,2.0471,-121.41,-121.41,-121.41,-121.41,-121.41,104200.0
-122.25,37.48,37.0,3507.0,569.0,1663.0,608.0,5.0863,-122.25,-122.25,-122.25,-122.25,-122.25,440300.0
-117.9,34.53,8.0,3484.0,647.0,2169.0,619.0,3.9766,-117.9,-117.9,-117.9,-117.9,-117.9,135800.0
-118.86,34.19,29.0,1326.0,185.0,586.0,187.0,6.5474,-118.86,-118.86,-118.86,-118.86,-118.86,422900.0
-118.05,33.86,16.0,2851.0,626.0,1985.0,603.0,5.4089,-118.05,-118.05,-118.05,-118.05,-118.05,265600.0
-122.83,38.39,19.0,1765.0,394.0,868.0,388.0,2.462,-122.83,-122.83,-122.83,-122.83,-122.83,260300.0
-117.06,33.09,11.0,7483.0,1276.0,3516.0,1261.0,4.0484,-117.06,-117.06,-117.06,-117.06,-117.06,262500.0
-117.05,32.63,31.0,4911.0,861.0,2334.0,843.0,4.1958,-117.05,-117.05,-117.05,-117.05,-117.05,160100.0
-117.06,32.68,38.0,1481.0,317.0,1080.0,291.0,2.85,-117.06,-117.06,-117.06,-117.06,-117.06,125800.0
-117.0,32.76,31.0,2545.0,373.0,956.0,342.0,4.3977,-117.0,-117.0,-117.0,-117.0,-117.0,226800.0
-117.31,34.43,16.0,5130.0,1172.0,3126.0,1046.0,1.6784,-117.31,-117.31,-117.31,-117.31,-117.31,71900.0
-117.1,32.58,23.0,1662.0,377.0,1318.0,386.0,2.3,-117.1,-117.1,-117.1,-117.1,-117.1,120800.0
-117.87,33.81,15.0,3082.0,536.0,1268.0,531.0,3.7604,-117.87,-117.87,-117.87,-117.87,-117.87,280100.0
-117.08,33.11,31.0,1356.0,324.0,1301.0,331.0,2.5331,-117.08,-117.08,-117.08,-117.08,-117.08,115100.0
-118.45,37.7,15.0,2199.0,453.0,899.0,347.0,2.35,-118.45,-118.45,-118.45,-118.45,-118.45,107800.0
-122.43,37.79,52.0,6186.0,1566.0,2065.0,1374.0,5.8543,-122.43,-122.43,-122.43,-122.43,-122.43,500001.0
-117.11,32.8,17.0,3890.0,586.0,2791.0,595.0,3.2197,-117.11,-117.11,-117.11,-117.11,-117.11,67500.0
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,-122.26,-122.26,-122.26,-122.26,-122.26,335700.0
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,-118.28,-118.28,-118.28,-118.28,-118.28,219200.0
-124.08,41.36,29.0,1029.0,239.0,509.0,196.0,2.0156,-124.08,-124.08,-124.08,-124.08,-124.08,62800.0
-117.07,32.63,37.0,2303.0,379.0,1026.0,357.0,3.455,-117.07,-117.07,-117.07,-117.07,-117.07,156900.0
-121.33,38.03,10.0,629.0,140.0,635.0,146.0,2.2961,-121.33,-121.33,-121.33,-121.33,-121.33,126700.0
-116.87,33.93,32.0,3141.0,812.0,2589.0,721.0,1.4556,-116.87,-116.87,-116.87,-116.87,-116.87,54600.0
-118.11,33.75,15.0,2569.0,812.0,785.0,477.0,5.4011,-118.11,-118.11,-118.11,-118.11,-118.11,346400.0
-118.02,34.06,26.0,2929.0,970.0,3792.0,817.0,2.2577,-118.02,-118.02,-118.02,-118.02,-118.02,173800.0
-122.4,37.75,52.0,1182.0,307.0,1029.0,306.0,2.0577,-122.4,-122.4,-122.4,-122.4,-122.4,214600.0
-118.3,34.01,52.0,1908.0,428.0,1271.0,394.0,2.5885,-118.3,-118.3,-118.3,-118.3,-118.3,136200.0
-118.16,33.85,36.0,2668.0,473.0,1315.0,478.0,4.0714,-118.16,-118.16,-118.16,-118.16,-118.16,215600.0
-117.06,34.0,33.0,1575.0,326.0,879.0,282.0,2.5357,-117.06,-117.06,-117.06,-117.06,-117.06,94400.0
-122.55,38.42,24.0,2220.0,411.0,894.0,365.0,4.2891,-122.55,-122.55,-122.55,-122.55,-122.55,211700.0
-124.07,40.87,31.0,334.0,134.0,780.0,130.0,0.7684,-124.07,-124.07,-124.07,-124.07,-124.07,153100.0
-117.94,34.08,32.0,2704.0,514.0,1669.0,497.0,4.4653,-117.94,-117.94,-117.94,-117.94,-117.94,195400.0
-120.79,36.06,29.0,1916.0,386.0,1019.0,314.0,2.4881,-120.79,-120.79,-120.79,-120.79,-120.79,87500.0
-121.29,37.96,50.0,1669.0,558.0,1340.0,484.0,1.3191,-121.29,-121.29,-121.29,-121.29,-121.29,92300.0
-117.94,33.86,35.0,2127.0,417.0,1247.0,378.0,4.75,-117.94,-117.94,-117.94,-117.94,-117.94,185600.0
-117.82,33.72,24.0,3260.0,458.0,1383.0,442.0,6.5987,-117.82,-117.82,-117.82,-117.82,-117.82,272800.0
-117.86,33.71,36.0,191.0,42.0,208.0,37.0,3.375,-117.86,-117.86,-117.86,-117.86,-117.86,157500.0
